Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1820,51,Male,Socks,Clothing,86,Nevada,S,Peach,Spring,4.5,No,Next Day Air,No,No,50,Cash,Quarterly
1821,19,Male,Shirt,Clothing,94,Washington,XL,Gold,Fall,5,No,Express,No,No,31,PayPal,Monthly
1822,57,Male,Shorts,Clothing,53,  ,M,Teal,Spring,2.8,No,Express,No,No,29,PayPal,Quarterly
1823,66,Male,Shirt,Clothing,  ,Connecticut,S,Cyan,Summer,4.4,No,Standard,No,No,  ,Cash, 
1824,62,Male,Socks,Clothing,50,Louisiana,L,Pink,Fall,4.7,No,Free Shipping,No,No,0,Bank Transfer,Bi-Weekly
1825,58,Male,Pants,Clothing,47,Illinois,XL,Magenta,Winter,3.8,No,Express,No,No,31,Cash,Monthly
1826,23,Male,Boots,Footwear,75,South Dakota,M,Pink,Winter,4.9,No,Next Day Air,No,No,1,Credit Card,Weekly
1827,  ,Male,T-shirt,Clothing,60,Indiana,M,Turquoise,Winter,4.2,No,Express,No,No,    ,Debit Card, 
1828,20,Male,T-shirt,Clothing,36,Vermont,S,Pink,Spring,4.9,No,  ,No,No,31,Bank Transfer,Weekly
1829,33,Male,Coat,  ,80,New Hampshire,L,  ,Spring,3.9,No,Express,No,No,5,Cash,Every 3 Months
1830,  ,Male,Hat,Accessories,96,Oregon,M,  ,Spring,4.9,No,  ,No,No,50,Credit Card,Quarterly
1831,50,Male,Sunglasses,Accessories,80,Kansas,M,Blue,Winter,4.8,No,Express,No,No,7,  , 
1832,62,Male,Blouse,Clothing,71,  ,M,Cyan,Summer,  ,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
1833,69,Male,Jewelry,Accessories,29,Louisiana,M,Blue,Fall,4.6,No,Free Shipping,No,No,8,Cash,Monthly
1834,34,Male,Jewelry,Accessories,53,Louisiana,M,Yellow,Spring,4.5,No,  ,No,No,19,PayPal,Fortnightly
1835,49,Male,Skirt,Clothing,35,Indiana,M,Charcoal,Summer,4.1,No,  ,No,No,39,  ,Fortnightly
1836,  ,Male,Scarf,Accessories,75,Kentucky,M,Lavender,Fall,3.2,No,  ,No,No,5,Credit Card,Quarterly
1837,66,Male,Pants,Clothing,52,South Carolina,M,Teal,Fall,4.2,No,  ,No,No,35,Credit Card,Monthly
1838,41,Male,Hat,Accessories,77,Montana,M,Beige,Winter,4.8,No,Free Shipping,No,No,8,  ,Monthly
1839,37,Male,Gloves,Accessories,24,Vermont,L,Blue,Fall,4.1,No,Next Day Air,No,No,11,Credit Card,Quarterly
1840,32,Male,Shirt,Clothing,78,Mississippi,XL,Purple,Winter,3.7,No,Store Pickup,No,No,32,Cash, 
1841,42,Male,Sandals,Footwear,98,Wyoming,M,Gold,Winter,2.6,No,Store Pickup,No,No,6,Bank Transfer,Every 3 Months
1842,  ,Male,Socks,Clothing,57,Vermont,L,Blue,Winter,3,No,Standard,No,No,7,PayPal,Every 3 Months
1843,61,Male,Handbag,Accessories,78,  ,M,Black,Summer,4.4,No,Express,No,No,1,Debit Card, 
1844,36,Male,Jacket,  ,76,Kentucky,M,Charcoal,Fall,4.7,No,Next Day Air,No,No,32,Credit Card,Monthly
1845,60,Male,Shorts,Clothing,26,South Dakota,M,Purple,Spring,2.7,No,  ,No,No,31,Credit Card, 
1846,51,Male,Sandals,Footwear,78,Delaware,M,Orange,Winter,2.8,No,  ,No,No,39,Bank Transfer,Quarterly
1847,68,Male,Scarf,Accessories,53,Wisconsin,M,Yellow,Summer,2.9,No,Standard,No,No,9,  ,Quarterly
1848,46,Male,Sandals,Footwear,100,Arizona,XL,Cyan,Summer,4.4,No,Free Shipping,No,No,9,Credit Card,Weekly
1849,19,Male,  ,Clothing,73,  ,XL,Yellow,Winter,2.7,No,Express,No,No,3,Cash,Every 3 Months
1850,  ,Male,Skirt,Clothing,40,New Mexico,M,Maroon,Winter,4.5,No,Store Pickup,No,No,35,Bank Transfer,Monthly
1851,51,Male,Gloves,Accessories,76,Wyoming,S,Black,Winter,2.8,No,Store Pickup,No,No,50,Debit Card,Weekly
1852,28,Male,Skirt,Clothing,80,Delaware,S,Lavender,Fall,  ,No,Free Shipping,No,No,  ,Bank Transfer,Fortnightly
1853,41,Male,Sweater,Clothing,80,Pennsylvania,XL,Violet,Winter,3.8,No,Store Pickup,No,No,32,Cash,Weekly
1854,29,Male,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,No,Express,No,No,11,PayPal,Fortnightly
1855,25,Male,Sweater,Clothing,61,Kentucky,M,Teal,Spring,3.8,No,Express,No,No,9,Credit Card, 
1856,60,Male,Shirt,Clothing,76,Rhode Island,XL,Teal,Spring,4.7,No,Standard,No,No,9,Cash, 
1857,63,Male,Jewelry,Accessories,55,Arizona,XL,Beige,Summer,3.2,No,Free Shipping,No,No,30,PayPal,Bi-Weekly
1858,51,Male,T-shirt,Clothing,  ,Colorado,L,Maroon,Summer,4,No,Next Day Air,No,No,33,Cash,Monthly
1859,22,Male,Scarf,Accessories,69,  ,S,Peach,Spring,4.9,No,  ,No,No,8,Debit Card, 
1860,54,Male,Belt,Accessories,26,New Jersey,L,Beige,Summer,3.7,No,Store Pickup,No,No,29,Debit Card,Fortnightly
1861,18,Male,T-shirt,Clothing,  ,Kansas,M,Silver,Summer,4.8,No,Next Day Air,No,No,  ,Credit Card,Monthly
1862,29,Male,Sneakers,Footwear,60,South Dakota,S,Peach,Fall,3.6,No,Standard,No,No,19,Debit Card,Monthly
1863,59,Male,Gloves,Accessories,36,New Hampshire,M,Turquoise,Winter,4.6,No,Express,No,No,10,PayPal,Fortnightly
1864,25,Male,Sandals,Footwear,21,Connecticut,L,Orange,Spring,4.3,No,  ,No,No,39,Debit Card,Monthly
1865,19,Male,Backpack,Accessories,72,Wyoming,S,Cyan,Fall,3.2,No,  ,No,No,21,  ,Quarterly
1866,56,Male,Pants,Clothing,62,Missouri,S,Silver,Summer,3.8,No,Store Pickup,No,No,12,Bank Transfer,Monthly
1867,  ,Male,T-shirt,Clothing,44,Alaska,XL,Gold,Winter,4.2,No,Standard,No,No,9,Credit Card,Fortnightly
1868,  ,Male,Skirt,Clothing,52,Delaware,M,Brown,Fall,3.4,No,  ,No,No,20,  ,Quarterly
1869,23,Male,Gloves,Accessories,58,Indiana,M,Silver,Spring,4.7,No,Next Day Air,No,No,    ,Cash,Fortnightly
1870,18,Male,Blouse,Clothing,77,West Virginia,S,Beige,Spring,3.9,No,  ,No,No,16,Debit Card,Every 3 Months
1871,43,Male,Blouse,Clothing,99,Wyoming,L,Violet,Spring,4.3,No,Store Pickup,No,No,27,Debit Card,Fortnightly
1872,56,Male,  ,Clothing,96,Illinois,XL,Violet,Fall,2.7,No,Standard,No,No,1,Cash,Every 3 Months
1873,43,Male,T-shirt,Clothing,  ,Alaska,M,Lavender,Summer,4.6,No,Standard,No,No,2,Credit Card,Monthly
1874,  ,Male,Sweater,Clothing,44,Wisconsin,XL,Red,Fall,2.9,No,Express,No,No,9,Bank Transfer,Weekly
1875,67,Male,Pants,Clothing,33,Indiana,L,Purple,Fall,3.6,No,Free Shipping,No,No,1,Cash,Weekly
1876,63,Male,Boots,Footwear,71,Tennessee,M,Brown,Winter,3.9,No,Next Day Air,No,No,6,Credit Card,Quarterly
1877,54,Male,Skirt,Clothing,36,Illinois,M,  ,Fall,2.6,No,Standard,No,No,20,  ,Quarterly
1878,69,Male,Gloves,Accessories,62,Pennsylvania,L,Pink,Fall,3.6,No,Express,No,No,3,Credit Card, 
1879,34,Male,Socks,Clothing,29,Oklahoma,L,Magenta,Summer,3.4,No,Store Pickup,No,No,5,Credit Card,Monthly
1880,56,Male,T-shirt,Clothing,33,Tennessee,L,Charcoal,Spring,3.5,No,Express,No,No,6,Cash,Bi-Weekly
1881,34,Male,Blouse,Clothing,33,New Jersey,L,Yellow,Fall,  ,No,  ,No,No,8,Debit Card,Monthly
1882,58,Male,Blouse,Clothing,41,New Jersey,M,Red,Winter,4.3,No,Standard,No,No,13,Cash,Bi-Weekly
1883,44,Male,Scarf,Accessories,54,Tennessee,L,Blue,Winter,5,No,Store Pickup,No,No,25,Bank Transfer,Quarterly
1884,25,Male,Backpack,Accessories,58,Georgia,M,Cyan,Spring,4.9,No,Store Pickup,No,No,39,Debit Card,Fortnightly
1885,  ,Male,Shorts,Clothing,30,Arizona,S,Pink,Summer,4.3,No,Next Day Air,No,No,15,Bank Transfer,Bi-Weekly
1886,  ,Male,Jewelry,Accessories,53,Nevada,S,Maroon,Winter,4.4,No,Standard,No,No,35,Cash,Monthly
1887,18,Male,Gloves,Accessories,91,Arkansas,L,Beige,Spring,4.4,No,Next Day Air,No,No,6,Cash,Bi-Weekly
1888,  ,Male,Hoodie,Clothing,44,North Dakota,XL,Gold,Fall,3.5,No,Express,No,No,3,PayPal,Monthly
1889,62,Male,Hoodie,Clothing,89,South Dakota,XL,Turquoise,Winter,3.4,No,Free Shipping,No,No,8,Credit Card,Weekly
1890,59,Male,Skirt,Clothing,57,North Carolina,L,Peach,Spring,2.5,No,Next Day Air,No,No,27,Bank Transfer,Weekly
1891,36,Male,Sunglasses,Accessories,57,Hawaii,M,Lavender,Spring,3.4,No,Store Pickup,No,No,5,Credit Card,Weekly
1892,69,Male,Jewelry,Accessories,74,New Hampshire,M,  ,Summer,2.6,No,Next Day Air,No,No,8,Debit Card,Quarterly
1893,39,Male,Jacket,  ,30,California,M,Blue,Fall,4.6,No,  ,No,No,12,  ,Weekly
1894,28,Male,Dress,Clothing,  ,Delaware,L,Red,Summer,3.7,No,Express,No,No,10,PayPal,Fortnightly
1895,42,Male,Hoodie,Clothing,90,Arizona,M,Purple,Fall,2.5,No,Free Shipping,No,No,8,Debit Card,Bi-Weekly
1896,  ,Male,  ,Clothing,61,Washington,L,Indigo,Fall,4.5,No,Express,No,No,3,Debit Card,Monthly
1897,57,Male,Sandals,Footwear,  ,Nevada,M,Gold,Fall,2.9,No,Standard,No,No,19,  ,Monthly
1898,53,Male,Sunglasses,Accessories,97,Alaska,L,Teal,Winter,2.9,No,Free Shipping,No,No,11,Debit Card,Fortnightly
1899,59,Male,Pants,Clothing,97,Texas,L,Magenta,Fall,3.5,No,Next Day Air,No,No,25,  ,Monthly
1900,32,Male,Shorts,Clothing,40,New York,L,Maroon,Winter,4.2,No,Store Pickup,No,No,2,PayPal,Weekly
1901,  ,Male,Jewelry,Accessories,  ,Iowa,S,Blue,Summer,  ,No,Free Shipping,No,No,3,Cash,Quarterly
1902,56,Male,Socks,Clothing,76,Arizona,S,Beige,Winter,3.9,No,Store Pickup,No,No,50,Cash,Quarterly
1903,  ,Male,Sandals,Footwear,22,New Mexico,S,Olive,Spring,5,No,Store Pickup,No,No,21,  ,Monthly
1904,59,Male,Pants,Clothing,63,North Carolina,M,Gold,Summer,  ,No,Standard,No,No,37,Bank Transfer,Weekly
1905,22,Male,T-shirt,Clothing,71,Nevada,S,Silver,Spring,4.2,No,Free Shipping,No,No,6,Cash,Monthly
1906,47,Male,Boots,Footwear,35,Idaho,M,Teal,Summer,4.9,No,  ,No,No,1,Bank Transfer,Fortnightly
1907,23,Male,Backpack,Accessories,30,Vermont,M,Green,Spring,4.6,No,  ,No,No,2,PayPal,Fortnightly
1908,69,Male,Skirt,Clothing,74,New Mexico,L,Orange,Fall,4.8,No,Store Pickup,No,No,36,Credit Card,Every 3 Months
1909,18,Male,Scarf,Accessories,71,Georgia,XL,Charcoal,Winter,2.7,No,Next Day Air,No,No,19,Debit Card,Bi-Weekly
1910,50,Male,Sweater,Clothing,84,Kentucky,S,Black,Spring,4.3,No,Store Pickup,No,No,12,Credit Card,Monthly
1911,29,Male,Sandals,Footwear,  ,New York,S,Yellow,Fall,3.8,No,Express,No,No,13,Debit Card,Quarterly
1912,  ,Male,Jewelry,Accessories,81,Arizona,M,  ,Spring,4.9,No,Express,No,No,32,Debit Card,Bi-Weekly
1913,29,Male,Sweater,Clothing,  ,Colorado,S,Charcoal,Winter,3.4,No,  ,No,No,5,Credit Card,Bi-Weekly
1914,49,Male,Skirt,Clothing,48,Kentucky,M,Peach,Winter,3.6,No,Express,No,No,29,Cash, 
1915,28,Male,Shorts,Clothing,97,Alaska,L,Green,Fall,3.4,No,Standard,No,No,0,Credit Card,Fortnightly
1916,51,Male,Backpack,Accessories,74,  ,M,Magenta,Fall,4.7,No,  ,No,No,    ,Cash,Weekly
1917,  ,Male,Hoodie,Clothing,50,Connecticut,S,Beige,Winter,3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
1918,38,Male,Skirt,Clothing,71,Hawaii,L,Black,Winter,3.4,No,Free Shipping,No,No,35,PayPal,Bi-Weekly
1919,35,Male,Skirt,Clothing,33,Idaho,S,Purple,Summer,4.6,No,Standard,No,No,33,Debit Card,Monthly
1920,34,Male,Backpack,Accessories,  ,Virginia,M,Olive,Summer,  ,No,Express,No,No,20,PayPal,Bi-Weekly
1921,51,Male,Blouse,Clothing,84,Connecticut,M,Purple,Spring,2.8,No,Standard,No,No,0,Cash,Every 3 Months
1922,47,Male,Shirt,Clothing,36,Michigan,M,Green,Fall,3.5,No,Store Pickup,No,No,13,  , 
1923,18,Male,Gloves,Accessories,63,Kentucky,S,Peach,Summer,4.6,No,Standard,No,No,9,PayPal,Monthly
1924,  ,Male,Sandals,Footwear,36,Nebraska,XL,Blue,Summer,4.3,No,Standard,No,No,7,Cash, 
1925,  ,Male,Jacket,  ,63,Michigan,M,  ,Fall,4.8,No,Free Shipping,No,No,2,PayPal,Quarterly
1926,59,Male,Sneakers,Footwear,32,Utah,L,Black,Winter,2.9,No,Express,No,No,    ,Credit Card,Fortnightly
1927,66,Male,Backpack,Accessories,93,New Mexico,M,Silver,Spring,3,No,Express,No,No,6,PayPal, 
1928,40,Male,Pants,Clothing,29,Florida,M,Pink,Summer,2.9,No,Standard,No,No,8,Cash,Every 3 Months
1929,25,Male,Sunglasses,Accessories,92,Mississippi,S,Lavender,Summer,3.7,No,Standard,No,No,10,PayPal,Weekly
1930,59,Male,  ,Clothing,33,Hawaii,L,Brown,Fall,4.7,No,Standard,No,No,6,  ,Quarterly
1931,66,Male,Pants,Clothing,52,North Carolina,L,Turquoise,Spring,3.5,No,Store Pickup,No,No,26,Cash,Weekly
1932,54,Male,Jewelry,Accessories,42,Illinois,S,Olive,Spring,2.7,No,Store Pickup,No,No,6,Debit Card,Every 3 Months
1933,42,Male,Hoodie,Clothing,36,Maryland,M,  ,Spring,5,No,Free Shipping,No,No,7,Credit Card,Every 3 Months
1934,48,Male,Sandals,Footwear,67,Montana,L,Violet,Summer,4.1,No,Next Day Air,No,No,28,  , 
1935,34,Male,Jacket,  ,43,Michigan,L,Gold,Winter,2.7,No,Free Shipping,No,No,23,Bank Transfer, 
1936,19,Male,Blouse,Clothing,68,North Carolina,XL,Violet,Spring,4.8,No,Free Shipping,No,No,5,Cash,Fortnightly
1937,70,Male,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,4.3,No,  ,No,No,    ,PayPal,Every 3 Months
1938,43,Male,Socks,Clothing,53,Delaware,M,Olive,Summer,4.5,No,  ,No,No,11,Bank Transfer,Monthly
1939,46,Male,  ,Clothing,23,Kentucky,L,Blue,Spring,3.8,No,Standard,No,No,39,Debit Card,Bi-Weekly
1940,66,Male,Gloves,Accessories,57,Ohio,L,Magenta,Winter,3.7,No,Store Pickup,No,No,20,PayPal,Every 3 Months
1941,50,Male,Hat,Accessories,89,Alaska,L,  ,Fall,3.9,No,  ,No,No,8,PayPal,Fortnightly
1942,  ,Male,Shoes,Footwear,99,Vermont,XL,Peach,Winter,  ,No,Standard,No,No,6,Credit Card,Quarterly
1943,63,Male,Pants,Clothing,28,  ,M,Cyan,Fall,3.4,No,Express,No,No,22,PayPal,Monthly
1944,32,Male,Socks,Clothing,53,Wisconsin,L,Violet,Summer,3.8,No,Next Day Air,No,No,5,Cash, 
1945,  ,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,No,Free Shipping,No,No,9,Cash,Every 3 Months
1946,35,Male,Hoodie,Clothing,  ,Georgia,M,Gold,Winter,2.9,No,  ,No,No,9,Credit Card,Every 3 Months
1947,59,Male,Pants,Clothing,49,Louisiana,M,  ,Summer,4.5,No,Standard,No,No,1,Credit Card,Quarterly
1948,59,Male,Shirt,Clothing,32,New York,M,  ,Summer,2.6,No,Store Pickup,No,No,2,PayPal,Monthly
1949,54,Male,T-shirt,Clothing,37,Connecticut,L,Brown,Winter,  ,No,Next Day Air,No,No,39,PayPal,Bi-Weekly
1950,63,Male,Dress,Clothing,80,Nebraska,L,  ,Winter,4.7,No,Store Pickup,No,No,12,PayPal,Quarterly
1951,43,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,No,Free Shipping,No,No,26,PayPal,Every 3 Months
1952,33,Male,Gloves,Accessories,53,Connecticut,L,Gold,Summer,2.7,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
1953,57,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,4.6,No,  ,No,No,50,Cash,Bi-Weekly
1954,25,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,Standard,No,No,3,PayPal,Fortnightly
1955,  ,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Free Shipping,No,No,3,  ,Quarterly
1956,50,Male,Hoodie,Clothing,  ,  ,M,Pink,Winter,4.9,No,Express,No,No,37,Cash,Monthly
1957,70,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,No,Express,No,No,20,Credit Card,Fortnightly
1958,68,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Store Pickup,No,No,26,Cash,Bi-Weekly
1959,39,Male,Shorts,Clothing,67,Nevada,M,  ,Winter,2.7,No,Store Pickup,No,No,7,Cash,Quarterly
1960,46,Male,Shoes,Footwear,90,Colorado,M,  ,Fall,  ,No,Store Pickup,No,No,7,Credit Card,Every 3 Months
1961,57,Male,  ,Clothing,72,Massachusetts,L,Red,Summer,  ,No,  ,No,No,0,Credit Card, 
1962,47,Male,Boots,Footwear,59,Nevada,L,Black,Summer,2.6,No,Free Shipping,No,No,5,Debit Card,Quarterly
1963,40,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.4,No,Standard,No,No,20,PayPal,Fortnightly
1964,52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Standard,No,No,11,Credit Card,Weekly
1965,40,Male,Pants,Clothing,  ,West Virginia,S,Cyan,Summer,4.6,No,Express,No,No,50,Debit Card,Monthly
1966,67,Male,Sweater,Clothing,90,Indiana,M,  ,Fall,4.9,No,Express,No,No,25,Debit Card,Quarterly
1967,67,Male,Jacket,  ,95,Indiana,XL,Purple,Winter,3.7,No,Express,No,No,5,Credit Card,Fortnightly
1968,37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Standard,No,No,  ,  , 
1969,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Standard,No,No,25,Credit Card,Weekly
1970,  ,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,Next Day Air,No,No,11,Bank Transfer,Fortnightly
1971,28,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9,No,Next Day Air,No,No,  ,Credit Card,Bi-Weekly
1972,54,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4,No,Next Day Air,No,No,1,  ,Monthly
1973,54,Male,Backpack,Accessories,  ,Louisiana,M,Silver,Summer,  ,No,Express,No,No,8,PayPal,Every 3 Months
1974,24,Male,Skirt,Clothing,  ,Maryland,XL,Red,Fall,4.5,No,Standard,No,No,9,  ,Every 3 Months
1975,  ,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,  ,No,No,2,PayPal,Fortnightly
1976,53,Male,Jacket,  ,77,Illinois,L,Turquoise,Fall,2.9,No,Express,No,No,  ,Cash,Quarterly
1977,32,Male,Handbag,Accessories,  ,Wyoming,M,Pink,Spring,3.2,No,Next Day Air,No,No,3,PayPal,Fortnightly
1978,24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Free Shipping,No,No,32,Bank Transfer, 
1979,  ,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,No,No,1,Cash,Quarterly
1980,49,Male,  ,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,Store Pickup,No,No,38,Debit Card,Fortnightly
1981,51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,No,Store Pickup,No,No,25,PayPal,Fortnightly
1982,69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Express,No,No,2,PayPal,Quarterly
1983,41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,  ,No,No,32,PayPal,Monthly
1984,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Next Day Air,No,No,21,Debit Card,Quarterly
1985,  ,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,  ,No,No,26,PayPal,Fortnightly
1986,23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,  ,No,No,6,Credit Card,Fortnightly
1987,62,Male,Coat,  ,48,Arkansas,L,Green,Summer,3.4,No,  ,No,No,1,  ,Quarterly
1988,69,Male,Belt,Accessories,23,Vermont,XL,  ,Summer,3.4,No,Express,No,No,  ,Cash,Quarterly
1989,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Free Shipping,No,No,26,Bank Transfer,Weekly
1990,35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4,No,Express,No,No,39,PayPal,Bi-Weekly
1991,32,Male,Backpack,Accessories,95,Connecticut,L,  ,Spring,3.4,No,  ,No,No,15,PayPal, 
1992,46,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.7,No,Next Day Air,No,No,1,  ,Every 3 Months
1993,33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,  ,No,No,28,  ,Monthly
1994,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5,No,Express,No,No,17,Cash,Weekly
1995,33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Next Day Air,No,No,2,Credit Card,Weekly
1996,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3,No,Standard,No,No,29,Debit Card,Quarterly
1997,67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,  ,No,Next Day Air,No,No,18,Cash,Every 3 Months
1998,42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,Express,No,No,10,Debit Card,Bi-Weekly
1999,20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,  ,No,No,19,Cash,Quarterly
2000,39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,  ,No,No,26,Debit Card,Monthly
2001,  ,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,  ,No,No,25,Cash,Bi-Weekly
2002,51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Free Shipping,No,No,2,Debit Card,Fortnightly
2003,  ,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Express,No,No,19,PayPal,Every 3 Months
2004,68,Male,Sneakers,Footwear,72,  ,S,Blue,Spring,  ,No,Express,No,No,32,Cash,Quarterly
2005,44,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,3.2,No,  ,No,No,13,Cash,Bi-Weekly
2006,18,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,3.4,No,Store Pickup,No,No,30,PayPal,Fortnightly
2007,58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Express,No,No,2,Credit Card, 
2008,  ,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,  ,No,No,8,PayPal,Quarterly
2009,57,Male,Skirt,Clothing,48,Florida,M,  ,Spring,2.5,No,Free Shipping,No,No,27,PayPal,Every 3 Months
2010,37,Male,Boots,Footwear,99,  ,M,Indigo,Summer,3.8,No,Next Day Air,No,No,26,  ,Bi-Weekly
2011,24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,  ,No,No,3,Debit Card,Bi-Weekly
2012,57,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,3.7,No,Express,No,No,  ,Bank Transfer,Monthly
2013,48,Male,  ,Clothing,53,Nevada,L,Green,Fall,3.2,No,Store Pickup,No,No,5,Cash,Fortnightly
2014,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,Standard,No,No,25,Debit Card,Quarterly
2015,51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Standard,No,No,7,PayPal,Bi-Weekly
2016,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Next Day Air,No,No,8,Credit Card,Fortnightly
2017,53,Male,Shoes,Footwear,47,  ,S,Violet,Winter,3.4,No,Standard,No,No,20,Debit Card,Fortnightly
2018,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,No,No,2,Bank Transfer,Every 3 Months
2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,No,No,20,Bank Transfer,Weekly
2020,  ,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,Store Pickup,No,No,23,Cash,Fortnightly
2021,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Next Day Air,No,No,26,Cash,Quarterly
2022,62,Male,Handbag,Accessories,33,  ,M,Green,Winter,4.4,No,Standard,No,No,8,  ,Quarterly
2023,59,Male,Jewelry,Accessories,  ,  ,S,Black,Winter,4,No,Store Pickup,No,No,16,Cash,Bi-Weekly
2024,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Store Pickup,No,No,28,Cash,Bi-Weekly
2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Express,No,No,39,PayPal,Weekly
2026,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3,No,Express,No,No,3,Debit Card,Fortnightly
2027,37,Male,Scarf,Accessories,35,  ,M,Orange,Winter,3.6,No,Express,No,No,5,Bank Transfer,Every 3 Months
2028,50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,No,Standard,No,No,50,Credit Card,Every 3 Months
2029,29,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,  ,No,No,10,  ,Bi-Weekly
2030,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Next Day Air,No,No,0,PayPal,Quarterly
2031,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,No,No,38,Credit Card,Monthly
2032,  ,Male,Socks,Clothing,  ,North Carolina,L,Charcoal,Spring,4,No,Standard,No,No,2,Credit Card,Monthly
2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,No,No,13,Cash, 
2034,57,Male,  ,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Express,No,No,33,  , 
2035,61,Male,Shorts,Clothing,30,  ,M,Peach,Spring,2.9,No,Store Pickup,No,No,27,PayPal,Monthly
2036,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Express,No,No,3,Bank Transfer,Weekly
2037,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,  ,No,Next Day Air,No,No,6,Cash,Weekly
